variant_id,task,method,lm_window_length,lm_slide_length,lm_top_split,lm_skip,lm_stem_length,lm_prune,lm_likelihood_weight,lm_prior_weight,lm_length_penalty,corpus_filename,result_filename,accuracy,f1,status,source_csv,precision,recall,f_score,resolved_result_file,metric_source
v10,ner,lm-rank,3,3,3,3,7,100,0.0,1.0,none,resources/text//ner/-437643492.txt,resources/results/skip/lm-rank/ner/skip//240-3-2051807255.xml,0.936477644493,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.730692902744,0.416665395344,0.502652446619,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-2051807255.xml,result_file
v11,ner,lm-rank,3,3,3,3,7,100,0.0,1.0,inverse_parts,resources/text//ner/-105505461.txt,resources/results/skip/lm-rank/ner/skip//240-3--1563233867.xml,0.936641221374,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.728106840798,0.424066052967,0.509035094014,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--1563233867.xml,result_file
v12,ner,lm-rank,3,3,3,3,7,100,0.0,1.0,inverse_sqrt_parts,resources/text//ner/-963158364.txt,resources/results/skip/lm-rank/ner/skip//240-3--1886323417.xml,0.934660123591,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.758406172129,0.394372130209,0.478305759205,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--1886323417.xml,result_file
v13,ner,lm-rank,3,3,3,3,7,100,0.0,1.0,inverse_log_parts,resources/text//ner/-1289888530.txt,resources/results/skip/lm-rank/ner/skip//240-3--167916229.xml,0.936059614686,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.728967431114,0.417076618482,0.501478619243,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--167916229.xml,result_file
v14,ner,lm-rank,3,3,3,3,7,100,0.05,0.95,none,resources/text//ner/-1711814143.txt,resources/results/skip/lm-rank/ner/skip//240-3--496453727.xml,0.935478007997,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.69232076516,0.410085048698,0.491423798084,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--496453727.xml,result_file
v15,ner,lm-rank,3,3,3,3,7,100,0.05,0.95,inverse_parts,resources/text//ner/-1379676112.txt,resources/results/skip/lm-rank/ner/skip//240-3-183472447.xml,0.936495819702,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.70356429873,0.428479902111,0.506898448336,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-183472447.xml,result_file
v16,ner,lm-rank,3,3,3,3,7,100,0.05,0.95,inverse_sqrt_parts,resources/text//ner/2057638281.txt,resources/results/skip/lm-rank/ner/skip//240-3--139617103.xml,0.936095965104,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.714237293647,0.436504192213,0.515853799628,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--139617103.xml,result_file
v17,ner,lm-rank,3,3,3,3,7,100,0.05,0.95,inverse_log_parts,resources/text//ner/1730908115.txt,resources/results/skip/lm-rank/ner/skip//240-3-1578790085.xml,0.934823700473,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.68197280743,0.417562069565,0.491709780631,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-1578790085.xml,result_file
v18,ner,lm-rank,3,3,3,3,7,100,0.15,0.85,inverse_parts,resources/text//ner/-533848757.txt,resources/results/skip/lm-rank/ner/skip//240-3--1715277387.xml,0.934151217739,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.71544088627,0.410484241259,0.488015491643,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--1715277387.xml,result_file
v19,ner,lm-rank,3,3,3,3,7,100,0.15,0.85,inverse_sqrt_parts,resources/text//ner/-1391501660.txt,resources/results/skip/lm-rank/ner/skip//240-3--2038366937.xml,0.934914576518,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.731202483221,0.401649599351,0.486724800581,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--2038366937.xml,result_file
v20,ner,lm-rank,3,3,3,3,7,100,0.15,0.85,inverse_log_parts,resources/text//ner/-1718231826.txt,resources/results/skip/lm-rank/ner/skip//240-3--319959749.xml,0.936059614686,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.723927987286,0.403778996309,0.478385790616,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--319959749.xml,result_file
v21,ner,lm-rank,3,3,3,3,7,100,0.3,0.7,none,resources/text//ner/-140896484.txt,resources/results/skip/lm-rank/ner/skip//240-3-28055575.xml,0.935150854235,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.687851185287,0.396790025137,0.476779146141,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-28055575.xml,result_file
v22,ner,lm-rank,3,3,3,3,7,100,0.3,0.7,inverse_parts,resources/text//ner/191241547.txt,resources/results/skip/lm-rank/ner/skip//240-3-707981749.xml,0.936277717194,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.690987490187,0.41269994251,0.488815321129,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-707981749.xml,result_file
v23,ner,lm-rank,3,3,3,3,7,100,0.3,0.7,inverse_sqrt_parts,resources/text//ner/-666411356.txt,resources/results/skip/lm-rank/ner/skip//240-3-384892199.xml,0.934823700473,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.705302611679,0.39545677693,0.47768800477,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-384892199.xml,result_file
v24,ner,lm-rank,3,3,3,3,7,100,0.3,0.7,inverse_log_parts,resources/text//ner/-993141522.txt,resources/results/skip/lm-rank/ner/skip//240-3-2103299387.xml,0.933787713559,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.682494546795,0.406862057009,0.482751571787,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-2103299387.xml,result_file
v25,ner,lm-rank,3,3,3,3,7,100,0.5,0.5,none,resources/text//ner/452597532.txt,resources/results/skip/lm-rank/ner/skip//240-3-275519511.xml,0.935023627772,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.678609140002,0.412985852349,0.491258707796,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-275519511.xml,result_file
v26,ner,lm-rank,3,3,3,3,7,100,0.5,0.5,inverse_parts,resources/text//ner/784735563.txt,resources/results/skip/lm-rank/ner/skip//240-3-955445685.xml,0.934896401309,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.709774634246,0.415181416978,0.498209212856,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-955445685.xml,result_file
v27,ner,lm-rank,3,3,3,3,7,100,0.5,0.5,inverse_sqrt_parts,resources/text//ner/-72917340.txt,resources/results/skip/lm-rank/ner/skip//240-3-632356135.xml,0.936223191567,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.699699960756,0.435279462636,0.517694458776,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3-632356135.xml,result_file
v28,ner,lm-rank,3,3,3,3,7,100,0.5,0.5,inverse_log_parts,resources/text//ner/-399647506.txt,resources/results/skip/lm-rank/ner/skip//240-3--1944203973.xml,0.93596873864,,found,resources/results/reviewer1/comment1-ner-lm-rank.csv,0.692707939519,0.420281286931,0.502093585395,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/ner/skip/240-3--1944203973.xml,result_file
v1,ner,lm-skip,2,2,1,2,7,100,0.15,0.85,none,resources/text//ner/249470410.txt,resources/results/skip/lm-skip/ner/skip//240-2-1110150456.xml,0.951526717557,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.805821410643,0.587262217538,0.664318780156,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-2-1110150456.xml,result_file
v2,ner,lm-skip,2,2,3,2,7,100,0.15,0.85,none,resources/text//ner/249471096.txt,resources/results/skip/lm-skip/ner/skip//240-2-769837332.xml,0.943147946201,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.785275322462,0.484845356959,0.565077130761,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-2-769837332.xml,result_file
v3,ner,lm-skip,2,2,5,2,7,100,0.15,0.85,none,resources/text//ner/249471782.txt,resources/results/skip/lm-skip/ner/skip//240-2-429524208.xml,0.939985459833,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.699098765948,0.452194094017,0.524024298217,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-2-429524208.xml,result_file
v4,ner,lm-skip,3,3,1,3,7,100,0.15,0.85,none,resources/text//ner/249472867.txt,resources/results/skip/lm-skip/ner/skip//240-3--1905600214.xml,0.95203562341,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.79684207287,0.581328900562,0.658626980993,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-3--1905600214.xml,result_file
v5,ner,lm-skip,3,3,3,3,7,100,0.15,0.85,none,resources/text//ner/249473553.txt,resources/results/skip/lm-skip/ner/skip//240-3-2049053958.xml,0.944111232279,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.772819968422,0.505001669533,0.584255376006,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-3-2049053958.xml,result_file
v6,ner,lm-skip,3,3,5,3,7,100,0.15,0.85,none,resources/text//ner/249474239.txt,resources/results/skip/lm-skip/ner/skip//240-3-1708740834.xml,0.941784805525,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.733813082318,0.461498761606,0.537100290461,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-3-1708740834.xml,result_file
v7,ner,lm-skip,4,4,1,4,7,100,0.15,0.85,none,resources/text//ner/249475324.txt,resources/results/skip/lm-skip/ner/skip//240-4--626383588.xml,0.952798982188,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.80938893559,0.590894319442,0.66986246136,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-4--626383588.xml,result_file
v8,ner,lm-skip,4,4,3,4,7,100,0.15,0.85,none,resources/text//ner/249476010.txt,resources/results/skip/lm-skip/ner/skip//240-4--966696712.xml,0.942693565976,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.769966655193,0.484062788933,0.573470612969,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-4--966696712.xml,result_file
v9,ner,lm-skip,4,4,5,4,7,100,0.15,0.85,none,resources/text//ner/249476696.txt,resources/results/skip/lm-skip/ner/skip//240-4--1307009836.xml,0.942039258451,,found,resources/results/reviewer1/comment1-ner-lm-skip.csv,0.731717573734,0.466965200677,0.542218730428,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-skip/ner/skip/240-4--1307009836.xml,result_file
v1,ner,lm-subword,2,2,1,2,7,100,0.15,0.85,none,resources/text//ner/74555517.txt,resources/results/skip/lm-subword/ner/skip//240-2-1107668419.xml,0.939949109415,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.79029663848,0.49601612765,0.591842782176,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-2-1107668419.xml,result_file
v2,ner,lm-subword,2,2,3,2,7,100,0.15,0.85,none,resources/text//ner/74556203.txt,resources/results/skip/lm-subword/ner/skip//240-2-767355295.xml,0.942366412214,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.741386926423,0.491668883767,0.571039239604,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-2-767355295.xml,result_file
v3,ner,lm-subword,2,2,5,2,7,100,0.15,0.85,none,resources/text//ner/74556889.txt,resources/results/skip/lm-subword/ner/skip//240-2-427042171.xml,0.941203198837,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.736250934176,0.441980334339,0.520242466144,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-2-427042171.xml,result_file
v4,ner,lm-subword,3,3,1,3,7,100,0.15,0.85,none,resources/text//ner/74557974.txt,resources/results/skip/lm-subword/ner/skip//240-3--1908082251.xml,0.936913849509,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.817437406142,0.433743163547,0.533782056479,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-3--1908082251.xml,result_file
v5,ner,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/text//ner/74558660.txt,resources/results/skip/lm-subword/ner/skip//240-3-2046571921.xml,0.940912395493,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.714136057825,0.483428202103,0.559434754548,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-3-2046571921.xml,result_file
v6,ner,lm-subword,3,3,5,3,7,100,0.15,0.85,none,resources/text//ner/74559346.txt,resources/results/skip/lm-subword/ner/skip//240-3-1706258797.xml,0.942729916394,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.714636846207,0.481194118429,0.557017063095,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-3-1706258797.xml,result_file
v7,ner,lm-subword,4,4,1,4,7,100,0.15,0.85,none,resources/text//ner/74560431.txt,resources/results/skip/lm-subword/ner/skip//240-4--628865625.xml,0.93745910578,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.79369223988,0.445615687867,0.545935691499,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-4--628865625.xml,result_file
v8,ner,lm-subword,4,4,3,4,7,100,0.15,0.85,none,resources/text//ner/74561117.txt,resources/results/skip/lm-subword/ner/skip//240-4--969178749.xml,0.94225736096,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.748598766985,0.479005984561,0.560875006391,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-4--969178749.xml,result_file
v9,ner,lm-subword,4,4,5,4,7,100,0.15,0.85,none,resources/text//ner/74561803.txt,resources/results/skip/lm-subword/ner/skip//240-4--1309491873.xml,0.940876045075,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.714596353987,0.455008622412,0.532700465551,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-4--1309491873.xml,result_file
v10,ner,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/text//ner/113265181.txt,resources/results/skip/lm-subword/ner/skip//240-3-1040316675.xml,0.941566703017,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.708602745582,0.481683787918,0.561357150244,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-3-1040316675.xml,result_file
v11,ner,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/text//ner/117382896.txt,resources/results/skip/lm-subword/ner/skip//240-3-567739113.xml,0.941893856779,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.725091914529,0.476321548597,0.552080256486,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-3-567739113.xml,result_file
v12,ner,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/text//ner/125618326.txt,resources/results/skip/lm-subword/ner/skip//240-3--377416011.xml,0.942130134497,,found,resources/results/reviewer1/comment1-ner-lm-subword.csv,0.73777411946,0.493526000236,0.571701686345,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/ner/skip/240-3--377416011.xml,result_file
v1,ner,lm-syllable,2,2,1,2,7,100,0.15,0.85,none,resources/text//ner/1312390923.txt,resources/results/skip/lm-syllable/ner/skip//240-2--502145215.xml,0.950109051254,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,,,0.950109051254,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-2--502145215.xml,result_file
v2,ner,lm-syllable,2,2,3,2,7,100,0.15,0.85,none,resources/text//ner/1312391609.txt,resources/results/skip/lm-syllable/ner/skip//240-2--842458339.xml,0.938949472919,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,,,0.938949472919,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-2--842458339.xml,result_file
v3,ner,lm-syllable,2,2,5,2,7,100,0.15,0.85,none,resources/text//ner/1312392295.txt,resources/results/skip/lm-syllable/ner/skip//240-2--1182771463.xml,0.941257724464,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,0.764983420204,0.463902886797,0.554074479444,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-2--1182771463.xml,result_file
v4,ner,lm-syllable,3,3,1,3,7,100,0.15,0.85,none,resources/text//ner/1312393380.txt,resources/results/skip/lm-syllable/ner/skip//240-3-777071411.xml,0.950690657943,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,0.782068611959,0.613944387458,0.679995392641,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-3-777071411.xml,result_file
v5,ner,lm-syllable,3,3,3,3,7,100,0.15,0.85,none,resources/text//ner/1312394066.txt,resources/results/skip/lm-syllable/ner/skip//240-3-436758287.xml,0.93856779353,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,0.76895360068,0.43949517587,0.531074996221,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-3-436758287.xml,result_file
v6,ner,lm-syllable,3,3,5,3,7,100,0.15,0.85,none,resources/text//ner/1312394752.txt,resources/results/skip/lm-syllable/ner/skip//240-3-96445163.xml,0.940439840058,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,0.74336635683,0.469779430115,0.557448721463,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-3-96445163.xml,result_file
v7,ner,lm-syllable,4,4,1,4,7,100,0.15,0.85,none,resources/text//ner/1312395837.txt,resources/results/skip/lm-syllable/ner/skip//240-4-2056288037.xml,0.950781533988,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,0.7715357528,0.624056306768,0.682858516552,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-4-2056288037.xml,result_file
v8,ner,lm-syllable,4,4,3,4,7,100,0.15,0.85,none,resources/text//ner/1312396523.txt,resources/results/skip/lm-syllable/ner/skip//240-4-1715974913.xml,0.938313340603,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,0.757569753578,0.447900514702,0.536667476637,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-4-1715974913.xml,result_file
v9,ner,lm-syllable,4,4,5,4,7,100,0.15,0.85,none,resources/text//ner/1312397209.txt,resources/results/skip/lm-syllable/ner/skip//240-4-1375661789.xml,0.940458015267,,found,resources/results/reviewer1/comment1-ner-lm-syllable.csv,0.746421509062,0.471927675902,0.549904938564,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/ner/skip/240-4-1375661789.xml,result_file
v1,pos,frequent-ngram,2,2,1,2,7,100,0.15,0.85,none,resources/text//pos/175838085.txt,resources/results/skip/frequent-ngram/pos/skip//240-2-733130507.xml,0.817075664622,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.559133887321,0.471984248187,0.477612098845,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-2-733130507.xml,result_file
v2,pos,frequent-ngram,2,2,3,2,7,100,0.15,0.85,none,resources/text//pos/175838771.txt,resources/results/skip/frequent-ngram/pos/skip//240-2-392817383.xml,0.819018404908,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.586048106462,0.47161680973,0.481695088984,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-2-392817383.xml,result_file
v3,pos,frequent-ngram,2,2,5,2,7,100,0.15,0.85,none,resources/text//pos/175839457.txt,resources/results/skip/frequent-ngram/pos/skip//240-2-52504259.xml,0.813292433538,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.564722822375,0.455724903337,0.462311014517,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-2-52504259.xml,result_file
v4,pos,frequent-ngram,3,3,1,3,7,100,0.15,0.85,none,resources/text//pos/175840542.txt,resources/results/skip/frequent-ngram/pos/skip//240-3-2012347133.xml,0.814468302658,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.586154439455,0.460408906332,0.473342906409,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-3-2012347133.xml,result_file
v5,pos,frequent-ngram,3,3,3,3,7,100,0.15,0.85,none,resources/text//pos/175841228.txt,resources/results/skip/frequent-ngram/pos/skip//240-3-1672034009.xml,0.817382413088,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.584558512694,0.469809474999,0.477751271798,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-3-1672034009.xml,result_file
v6,pos,frequent-ngram,3,3,5,3,7,100,0.15,0.85,none,resources/text//pos/175841914.txt,resources/results/skip/frequent-ngram/pos/skip//240-3-1331720885.xml,0.813343558282,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.565479039524,0.460776893226,0.462524339047,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-3-1331720885.xml,result_file
v7,pos,frequent-ngram,4,4,1,4,7,100,0.15,0.85,none,resources/text//pos/175842999.txt,resources/results/skip/frequent-ngram/pos/skip//240-4--1003403537.xml,0.814417177914,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.557069143707,0.463747997378,0.473224762494,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-4--1003403537.xml,result_file
v8,pos,frequent-ngram,4,4,3,4,7,100,0.15,0.85,none,resources/text//pos/175843685.txt,resources/results/skip/frequent-ngram/pos/skip//240-4--1343716661.xml,0.811758691207,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.561935699593,0.45740726488,0.46045343375,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-4--1343716661.xml,result_file
v9,pos,frequent-ngram,4,4,5,4,7,100,0.15,0.85,none,resources/text//pos/175844371.txt,resources/results/skip/frequent-ngram/pos/skip//240-4--1684029785.xml,0.816257668712,,found,resources/results/reviewer1/comment1-pos-frequent-ngram.csv,0.566315871194,0.464938752195,0.471494022881,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/pos/skip/240-4--1684029785.xml,result_file
v1,pos,lm-lemma,2,2,1,2,7,100,0.15,0.85,none,resources/text//pos/-1392569637.txt,resources/results/skip/lm-lemma/pos/skip//240-2-1659686289.xml,0.873619631902,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.671904652837,0.615923340356,0.627157704201,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-2-1659686289.xml,result_file
v2,pos,lm-lemma,2,2,3,2,7,100,0.15,0.85,none,resources/text//pos/-1392568951.txt,resources/results/skip/lm-lemma/pos/skip//240-2-1319373165.xml,0.872290388548,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.661326292459,0.612981101173,0.62796583431,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-2-1319373165.xml,result_file
v3,pos,lm-lemma,2,2,5,2,7,100,0.15,0.85,none,resources/text//pos/-1392568265.txt,resources/results/skip/lm-lemma/pos/skip//240-2-979060041.xml,0.873619631902,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.686911846589,0.627835325664,0.634811551875,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-2-979060041.xml,result_file
v4,pos,lm-lemma,3,3,1,3,7,100,0.15,0.85,none,resources/text//pos/-1392567180.txt,resources/results/skip/lm-lemma/pos/skip//240-3--1356064381.xml,0.871779141104,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.647663215789,0.618149521443,0.623650448134,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-3--1356064381.xml,result_file
v5,pos,lm-lemma,3,3,3,3,7,100,0.15,0.85,none,resources/text//pos/-1392566494.txt,resources/results/skip/lm-lemma/pos/skip//240-3--1696377505.xml,0.869120654397,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.638157666199,0.609407044901,0.614352667601,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-3--1696377505.xml,result_file
v6,pos,lm-lemma,3,3,5,3,7,100,0.15,0.85,none,resources/text//pos/-1392565808.txt,resources/results/skip/lm-lemma/pos/skip//240-3--2036690629.xml,0.869018404908,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.639318314169,0.614918613918,0.61872710465,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-3--2036690629.xml,result_file
v7,pos,lm-lemma,4,4,1,4,7,100,0.15,0.85,none,resources/text//pos/-1392564723.txt,resources/results/skip/lm-lemma/pos/skip//240-4--76847755.xml,0.871983640082,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.653025219035,0.623117409509,0.630792918673,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-4--76847755.xml,result_file
v8,pos,lm-lemma,4,4,3,4,7,100,0.15,0.85,none,resources/text//pos/-1392564037.txt,resources/results/skip/lm-lemma/pos/skip//240-4--417160879.xml,0.874795501022,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.715826197952,0.63366660555,0.645612056817,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-4--417160879.xml,result_file
v9,pos,lm-lemma,4,4,5,4,7,100,0.15,0.85,none,resources/text//pos/-1392563351.txt,resources/results/skip/lm-lemma/pos/skip//240-4--757474003.xml,0.869683026585,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.646890859637,0.609276762862,0.616656603597,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-4--757474003.xml,result_file
v10,pos,lm-lemma,3,3,3,3,7,100,0.0,1.0,none,resources/text//pos/-2079644288.txt,resources/results/skip/lm-lemma/pos/skip//240-3-1242594459.xml,0.870501022495,,found,resources/results/reviewer1/comment1-pos-lm-lemma.csv,0.645397217159,0.613243359249,0.621752456097,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/pos/skip/240-3-1242594459.xml,result_file
